,crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,counter,lat,long
994,NA,2/17/2014,3B,19:05:00,300 JASPER ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.29295,-76.62187
995,NA,2/18/2014,4B,0:21:00,1600 N GILMOR ST,AGG. ASSAULT,KNIFE,742,WESTERN,Sandtown-Winchester,1,39.30706,-76.64338
996,NA,2/18/2014,2A,0:37:47,2900 AILSA AVE,RAPE,OTHER,421,NORTHEASTERN,Lauraville,1,39.34773,-76.56722
997,NA,2/18/2014,4C,2:44:00,1600 N MILTON AV,AGG. ASSAULT,OTHER,332,EASTERN,Berea,1,39.30925,-76.58288
998,NA,2/18/2014,4C,2:44:00,1600 N MILTON AV,AGG. ASSAULT,OTHER,332,EASTERN,Berea,1,39.30925,-76.58288
999,NA,2/18/2014,4B,2:55:00,300 HERRING CT,AGG. ASSAULT,KNIFE,211,SOUTHEASTERN,Perkins Homes,1,39.28779,-76.59512
1000,NA,2/18/2014,4B,2:55:00,300 HERRING CT,AGG. ASSAULT,KNIFE,211,SOUTHEASTERN,Perkins Homes,1,39.28779,-76.59512
1001,NA,2/18/2014,4B,3:11:00,3800 W BELVEDERE AV,AGG. ASSAULT,KNIFE,633,NORTHWESTERN,Arlington,1,39.34523,-76.68153
1002,NA,2/18/2014,3B,13:30:00,900 E FAYETTE ST,ROBBERY - STREET,,211,SOUTHEASTERN,Jonestown,1,39.2912,-76.60458
1003,NA,2/18/2014,3GK,14:10:00,500 S COLLINGTON AV,ROBBERY - COMMERCIAL,KNIFE,232,SOUTHEASTERN,Canton,1,39.28584,-76.58588
1004,NA,2/18/2014,3B,15:20:00,1400 EASTERN AV,ROBBERY - STREET,,213,SOUTHEASTERN,Fells Point,1,39.2854,-76.59817
1005,NA,2/18/2014,4B,15:30:00,3200 WALBROOK AV,AGG. ASSAULT,KNIFE,811,SOUTHWESTERN,Walbrook,1,39.31004,-76.67186
1006,NA,2/18/2014,3B,15:30:00,2000 E 32ND ST,ROBBERY - STREET,,421,NORTHEASTERN,Montebello,1,39.32735,-76.58664
1007,NA,2/18/2014,3AK,15:36:00,1300 PARK AV,ROBBERY - STREET,KNIFE,132,CENTRAL,Bolton Hill,1,39.30626,-76.62334
1008,NA,2/18/2014,3P,15:45:00,1700 MORELAND AV,ROBBERY - STREET,,723,WESTERN,Coppin Heights/Ash-Co-East,1,39.30791,-76.65582
1009,NA,2/18/2014,2A,16:56:56,2400 ETTING ST,RAPE,OTHER,733,WESTERN,Penn North,1,39.31137,-76.64134
1010,NA,2/18/2014,4D,19:30:00,900 QUANTRIL WY,AGG. ASSAULT,HANDS,433,NORTHEASTERN,Armistead Gardens,1,39.30293,-76.5485
1011,NA,2/18/2014,4B,21:00:00,2800 KENTUCKY AV,AGG. ASSAULT,KNIFE,432,NORTHEASTERN,Belair-Edison,1,39.32493,-76.57247
1012,NA,2/18/2014,3AF,21:16:00,100 DOLPHIN LA,ROBBERY - STREET,FIREARM,132,CENTRAL,Bolton Hill,1,39.30526,-76.62225
1013,NA,2/18/2014,4C,23:20:00,5000 PULASKI HW,AGG. ASSAULT,OTHER,333,EASTERN,Orangeville,1,39.29961,-76.55506
1014,NA,2/19/2014,3P,15:29:00,4300 WABASH AV,ROBBERY - STREET,,643,NORTHWESTERN,Ashburton,1,39.33563,-76.6732
1015,NA,2/19/2014,4D,0:17:00,2900 CLIFTON AV,AGG. ASSAULT,HANDS,811,SOUTHWESTERN,Walbrook,1,39.31125,-76.66638
1016,NA,2/19/2014,4B,1:10:00,4400 ST THOMAS AV,AGG. ASSAULT,KNIFE,443,NORTHEASTERN,Frankford,1,39.32972,-76.55749
1017,NA,2/19/2014,4C,1:55:00,300 N CALVERT ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,1,39.29257,-76.61258
1018,NA,2/19/2014,3AF,2:30:00,500 W 27TH ST,ROBBERY - STREET,FIREARM,511,NORTHERN,Remington,1,39.31902,-76.62357
1019,NA,2/19/2014,4C,5:18:00,0 S HOWARD ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,1,39.28917,-76.61939
1020,NA,2/19/2014,3AF,9:00:00,5800 PARK HEIGHTS AV,ROBBERY - STREET,FIREARM,632,NORTHWESTERN,Glen,1,39.35541,-76.68782
1021,NA,2/19/2014,4B,9:30:00,700 N PORT ST,AGG. ASSAULT,KNIFE,323,EASTERN,Milton-Montford,1,39.29937,-76.58308
1022,NA,2/19/2014,3K,12:30:00,6000 AMBERWOOD RD,ROBBERY - RESIDENCE,,443,NORTHEASTERN,Frankford,1,39.3165,-76.54326
1023,NA,2/19/2014,3B,15:00:00,500 W UNIVERSITY PW,ROBBERY - STREET,,531,NORTHERN,Roland Park,1,39.33689,-76.62479
1024,NA,2/19/2014,4D,18:04:00,3100 WHITE AV,AGG. ASSAULT,HANDS,425,NORTHEASTERN,Glenham-Belhar,1,39.35347,-76.55667
1025,NA,2/19/2014,4B,21:16:00,800 E 33RD ST,AGG. ASSAULT,KNIFE,513,NORTHERN,Better Waverly,1,39.32828,-76.60473
1026,NA,2/19/2014,4D,21:16:00,800 E 33RD ST,AGG. ASSAULT,HANDS,513,NORTHERN,Better Waverly,1,39.32828,-76.60473
1027,NA,2/19/2014,2B,21:50:13,5400 RADECKE AV,RAPE,,444,NORTHEASTERN,Frankford,1,39.32937,-76.54016
1028,NA,2/19/2014,4C,22:30:00,1300 W 37TH ST,AGG. ASSAULT,OTHER,531,NORTHERN,Hampden,1,39.33206,-76.638
1029,NA,2/19/2014,4B,22:30:00,2400 Wellbridge,AGG. ASSAULT,KNIFE,423,NORTHEASTERN,Hamilton Hills,1,39.36767,-76.5636
1030,NA,2/19/2014,4C,22:35:00,1400 N DUKELAND ST,AGG. ASSAULT,OTHER,813,SOUTHWESTERN,Northwest Community Action,1,39.30439,-76.6637
1031,NA,2/19/2014,3AK,22:45:00,1300 W NORTHERN PW,ROBBERY - STREET,KNIFE,533,NORTHERN,Sabina-Mattfeldt,1,39.36115,-76.64804
1032,NA,2/19/2014,3AO,23:45:00,700 APPLETON ST,ROBBERY - STREET,OTHER,722,WESTERN,Midtown-Edmondson,1,39.29704,-76.64826
1033,NA,2/20/2014,4C,0:48:00,3200 MERTENS AV,AGG. ASSAULT,OTHER,233,SOUTHEASTERN,Canton Industrial Area,1,39.26239,-76.56843
1034,NA,2/20/2014,4B,1:21:00,1200 POPLAR GROVE ST,AGG. ASSAULT,KNIFE,814,SOUTHWESTERN,Winchester,1,39.30151,-76.6654
1035,NA,2/20/2014,4C,3:00:00,1100 SHIELDS PL,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,1,39.29787,-76.63037
1036,NA,2/20/2014,4C,8:00:00,1300 GLYNDON,AGG. ASSAULT,OTHER,932,SOUTHERN,Washington Village/Pigtown,1,39.28118,-76.63752
1037,NA,2/20/2014,3B,8:45:00,1500 FERNLEY RD,ROBBERY - STREET,,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.33175,-76.59323
1038,NA,2/20/2014,3NF,10:00:00,2400 NEVADA ST,ROBBERY - STREET,FIREARM,921,SOUTHERN,Westport,1,39.26261,-76.63797
1039,NA,2/20/2014,3B,10:26:00,HILL RD & DUNDALK AV,ROBBERY - STREET,,243,SOUTHEASTERN,Graceland Park,1,39.28107,-76.53495
1040,NA,2/20/2014,3B,10:30:00,1000 S BOULDIN ST,ROBBERY - STREET,,232,SOUTHEASTERN,Canton,1,39.28097,-76.57042
1041,NA,2/20/2014,3B,12:00:00,300 KANE ST,ROBBERY - STREET,,241,SOUTHEASTERN,Bayview,1,39.29025,-76.53726
1042,NA,2/20/2014,3CF,15:20:00,5400 YORK RD,ROBBERY - COMMERCIAL,FIREARM,523,NORTHERN,Homeland,1,39.35608,-76.60993
1043,NA,2/20/2014,3JO,15:30:00,700 DRUID PK LAKE DR,ROBBERY - RESIDENCE,OTHER,133,CENTRAL,Reservoir Hill,1,39.31663,-76.63242
1044,NA,2/20/2014,3AO,15:34:00,3500 ALAMEDA CR,ROBBERY - STREET,OTHER,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.3314,-76.59389
1045,NA,2/20/2014,3K,16:05:00,1800 PRESSTMAN ST,ROBBERY - RESIDENCE,,742,WESTERN,Sandtown-Winchester,1,39.30528,-76.64728
1046,NA,2/20/2014,3K,16:30:00,1400 E LOMBARD ST,ROBBERY - RESIDENCE,,212,SOUTHEASTERN,Washington Hill,1,39.29025,-76.59852
1047,NA,2/20/2014,3D,16:34:00,400 E 22ND ST,ROBBERY - COMMERCIAL,,341,EASTERN,Barclay,1,39.31446,-76.6103
1048,NA,2/20/2014,3AF,17:15:00,2800 THE ALEMEDA,ROBBERY - STREET,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32328,-76.59313
1049,NA,2/20/2014,4D,17:50:00,3300 EGERTON RD,AGG. ASSAULT,HANDS,643,NORTHWESTERN,Ashburton,1,39.32558,-76.6727
1050,NA,2/20/2014,4D,19:30:00,200 DIENER PL,AGG. ASSAULT,HANDS,843,SOUTHWESTERN,Irvington,1,39.2831,-76.68761
1051,NA,2/20/2014,4C,19:30:00,900 SEAGULL AV,AGG. ASSAULT,OTHER,922,SOUTHERN,Cherry Hill,1,39.24379,-76.62226
1052,NA,2/20/2014,3AJF,21:00:00,2800 W FOREST PARK AVE,ROBBERY - CARJACKING,FIREARM,611,NORTHWESTERN,Burleith-Leighton,1,39.31967,-76.65974
1053,NA,2/20/2014,4C,21:54:00,100 N LINWOOD AV,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29354,-76.5763
1054,NA,2/20/2014,4B,21:58:00,1200 EVESHAM AV,AGG. ASSAULT,KNIFE,414,NORTHEASTERN,Ramblewood,1,39.3616,-76.59322
1055,NA,2/20/2014,3AF,23:25:00,GREEN ROSE LA,ROBBERY - STREET,FIREARM,433,NORTHEASTERN,Orchard Ridge,1,39.3106,-76.56238
1056,NA,2/20/2014,9S,2325,4500 GREEN ROSE LA,SHOOTING,FIREARM,433,NORTHEASTERN,Orchard Ridge,1,39.3106,-76.56238
1057,NA,2/21/2014,4B,9:31:00,200 W BALTIMORE ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.28937,-76.61825
1058,NA,2/21/2014,4D,9:43:00,2700 VIOLET AV,AGG. ASSAULT,HANDS,612,NORTHWESTERN,Park Circle,1,39.3303,-76.66061
1059,NA,2/21/2014,2A,1:12:29,2400 W LEXINGTON ST,RAPE,OTHER,714,WESTERN,Penrose/Fayette Street Outreach,1,39.29027,-76.6548
1060,NA,2/21/2014,4B,1:17:00,1400 BLOOMFIELD AV,AGG. ASSAULT,KNIFE,832,SOUTHWESTERN,Violetville,1,39.26157,-76.66657
1061,NA,2/21/2014,3CF,1:20:00,5500 FALLS RD,ROBBERY - COMMERCIAL,FIREARM,533,NORTHERN,Sabina-Mattfeldt,1,39.36223,-76.64655
1062,NA,2/21/2014,4D,1:36:00,2600 ASHLAND AV,AGG. ASSAULT,HANDS,323,EASTERN,Madison-Eastend,1,39.30106,-76.58058
1063,NA,2/21/2014,3B,1:45:00,2600 EASTERN AVE,ROBBERY - STREET,,221,SOUTHEASTERN,Patterson Park,1,39.28615,-76.57994
1064,NA,2/21/2014,4C,1:51:00,2500 VIOLET AV,AGG. ASSAULT,OTHER,612,NORTHWESTERN,Park Circle,1,39.33128,-76.65837
1065,NA,2/21/2014,4B,1:57:00,400 DREW ST,AGG. ASSAULT,KNIFE,241,SOUTHEASTERN,Bayview,1,39.28881,-76.54381
1066,NA,2/21/2014,3B,2:30:00,4100 W BELVEDERE AV,ROBBERY - STREET,,623,NORTHWESTERN,Woodmere,1,39.34287,-76.68361
1067,NA,2/21/2014,3CF,3:25:00,PRATT ST & S PAYSON ST,ROBBERY - COMMERCIAL,FIREARM,934,SOUTHERN,Carrollton Ridge,1,39.28509,-76.64849
1068,NA,2/21/2014,4A,4:00:00,900 DRUID PK LAKE DR,AGG. ASSAULT,FIREARM,133,CENTRAL,Reservoir Hill,1,39.31691,-76.63659
1069,NA,2/21/2014,3B,7:54:00,1600 RAMSAY ST,ROBBERY - STREET,,935,SOUTHERN,New Southwest/Mount Clare,1,39.28325,-76.64263
1070,NA,2/21/2014,3AO,11:05:00,5800 REISTERSTOWN RD,ROBBERY - STREET,OTHER,631,NORTHWESTERN,Reisterstown Station,1,39.35075,-76.69467
1071,NA,2/21/2014,4B,12:40:00,1900 W NORTH AV,AGG. ASSAULT,KNIFE,741,WESTERN,Easterwood,1,39.30969,-76.64859
1072,NA,2/21/2014,3B,15:00:00,1400 S HANOVER ST,ROBBERY - STREET,,942,SOUTHERN,South Baltimore,1,39.2732,-76.61527
1073,NA,2/21/2014,4B,15:40:00,400 S POPPLETON ST,AGG. ASSAULT,KNIFE,932,SOUTHERN,Washington Village/Pigtown,1,39.28321,-76.63177
1074,NA,2/21/2014,3AF,16:43:00,1100 SARGEANT ST,ROBBERY - STREET,FIREARM,932,SOUTHERN,Washington Village/Pigtown,1,39.28312,-76.63327
1075,NA,2/21/2014,4A,16:47:00,200 E MONUMENT ST,AGG. ASSAULT,FIREARM,142,CENTRAL,Mount Vernon,1,39.29766,-76.6128
1076,NA,2/21/2014,4A,16:47:00,200 E MONUMENT ST,AGG. ASSAULT,FIREARM,142,CENTRAL,Mount Vernon,1,39.29766,-76.6128
1077,NA,2/21/2014,4A,16:47:00,200 E MONUMENT ST,AGG. ASSAULT,FIREARM,142,CENTRAL,Mount Vernon,1,39.29766,-76.6128
1078,NA,2/21/2014,4A,16:47:00,200 E MONUMENT ST,AGG. ASSAULT,FIREARM,142,CENTRAL,Mount Vernon,1,39.29766,-76.6128
1079,NA,2/21/2014,1F,1617,400 N PATTERSON PARK AV,HOMICIDE,FIREARM,321,EASTERN,CARE,1,39.29568,-76.58497
1080,NA,2/21/2014,3B,17:02:00,3700 FLEET ST,ROBBERY - STREET,,233,SOUTHEASTERN,Brewers Hill,1,39.28567,-76.56605
1081,NA,2/21/2014,4B,17:50:00,3400 ANNAPOLIS RD,AGG. ASSAULT,KNIFE,922,SOUTHERN,Cherry Hill,1,39.2485,-76.63986
1082,NA,2/21/2014,3AF,23:00:00,600 LAURENS ST,ROBBERY - STREET,FIREARM,123,CENTRAL,Upton,1,39.30428,-76.63568
1083,NA,2/21/2014,3AF,23:00:00,600 LAURENS ST,ROBBERY - STREET,FIREARM,123,CENTRAL,Upton,1,39.30428,-76.63568
1084,NA,2/22/2014,4C,21:15:00,100 N CLINTON ST,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29411,-76.57096
1085,NA,2/22/2014,4C,21:15:00,100 N CLINTON ST,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29411,-76.57096
1086,NA,2/22/2014,4D,22:23:00,600 S NEWKIRK ST,AGG. ASSAULT,HANDS,242,SOUTHEASTERN,Greektown,1,39.28586,-76.55653
1087,NA,2/22/2014,4D,3:00:00,900 WOODSON RD,AGG. ASSAULT,HANDS,522,NORTHERN,Lake Walker,1,39.3708,-76.60252
1088,NA,2/22/2014,4D,3:25:00,1600 AISQUITH ST,AGG. ASSAULT,HANDS,343,EASTERN,Oliver,1,39.30895,-76.60241
1089,NA,2/22/2014,4D,5:10:00,2000 N PAYSON ST,AGG. ASSAULT,HANDS,731,WESTERN,Mondawmin,1,39.31137,-76.65003
1090,NA,2/22/2014,4B,9:30:00,1200 E LAFAYETTE AV,AGG. ASSAULT,KNIFE,343,EASTERN,Oliver,1,39.31035,-76.60179
1091,NA,2/22/2014,4C,14:30:00,800 UMBRA ST,AGG. ASSAULT,OTHER,242,SOUTHEASTERN,Greektown,1,39.28399,-76.55017
1092,NA,2/22/2014,4B,15:45:00,100 N PRESIDENT,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.2905,-76.6066
1093,NA,2/22/2014,4C,16:10:00,2400 REISTERSTOWN RD,AGG. ASSAULT,OTHER,731,WESTERN,Mondawmin,1,39.31639,-76.6502
1094,NA,2/22/2014,3B,16:30:00,1800 N PORT ST,ROBBERY - STREET,,331,EASTERN,Broadway East,1,39.31147,-76.58383
1095,NA,2/22/2014,3CF,19:02:00,5600 THE ALAMEDA,ROBBERY - COMMERCIAL,FIREARM,522,NORTHERN,Glen Oaks,1,39.35865,-76.5948
1096,NA,2/22/2014,4C,19:45:00,1700 N DALLAS ST,AGG. ASSAULT,OTHER,343,EASTERN,Oliver,1,39.30995,-76.59758
1097,NA,2/22/2014,3AF,19:45:00,2600 ASHLAND AV,ROBBERY - STREET,FIREARM,323,EASTERN,Madison-Eastend,1,39.30106,-76.58058
1098,NA,2/22/2014,3D,20:08:00,1500 PENTWOOD RD,ROBBERY - COMMERCIAL,,413,NORTHEASTERN,Stonewood-Pentwood-Winston,1,39.34812,-76.58865
1099,NA,2/23/2014,4A,0:40:00,100 S FAGLEY ST,AGG. ASSAULT,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,1,39.29142,-76.56462
1100,NA,2/23/2014,4A,0:40:00,100 S FAGLEY ST,AGG. ASSAULT,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,1,39.29142,-76.56462
1101,NA,2/23/2014,4D,1:30:00,6500 HILLTOP AV,AGG. ASSAULT,HANDS,425,NORTHEASTERN,Rosemont East,1,39.35797,-76.54201
1102,NA,2/23/2014,4B,1:30:00,2800 GRANTLEY AVE,AGG. ASSAULT,KNIFE,613,NORTHWESTERN,Towanda-Grantley,1,39.33748,-76.66714
1103,NA,2/23/2014,3K,2:00:00,3700 OVERVIEW RD,ROBBERY - RESIDENCE,,612,NORTHWESTERN,Park Circle,1,39.32974,-76.6636
1104,NA,2/23/2014,4B,2:07:00,4000 E BALTIMORE ST,AGG. ASSAULT,KNIFE,223,SOUTHEASTERN,Baltimore Highlands,1,39.29272,-76.56391
1105,NA,2/23/2014,4A,12:42:00,4300 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,613,NORTHWESTERN,Towanda-Grantley,1,39.3386,-76.66774
1106,NA,2/23/2014,3CK,16:53:00,5300 YORK RD,ROBBERY - COMMERCIAL,KNIFE,523,NORTHERN,Homeland,1,39.35508,-76.60991
1107,NA,2/23/2014,4B,17:52:00,2100 KOKO LA,AGG. ASSAULT,KNIFE,731,WESTERN,Panway/Braddish Avenue,1,39.31178,-76.66325
1108,NA,2/23/2014,9S,1752,2000 N LONGWOOD ST,SHOOTING,FIREARM,811,SOUTHWESTERN,Walbrook,1,39.31025,-76.66766
1109,NA,2/23/2014,3B,18:15:00,200 N LAKEWOOD AVE,ROBBERY - STREET,,221,SOUTHEASTERN,McElderry Park,1,39.29485,-76.57925
1110,NA,2/23/2014,1F,2004,5100 CORDELIA AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Langston Hughes,1,39.34454,-76.68017
1111,NA,2/23/2014,4B,21:00:00,4100 FRANKFORD AV,AGG. ASSAULT,KNIFE,426,NORTHEASTERN,Waltherson,1,39.33935,-76.55225
1112,NA,2/23/2014,3AF,21:50:00,500 HILTON ST,ROBBERY - STREET,FIREARM,843,SOUTHWESTERN,Lower Edmondson Village,1,39.29298,-76.6727
1113,NA,2/23/2014,3AF,22:20:00,400 W LAFAYETTE AV,ROBBERY - STREET,FIREARM,132,CENTRAL,Madison Park,1,39.30389,-76.62808
1114,NA,2/23/2014,4C,22:35:00,800 S PONCA ST,AGG. ASSAULT,OTHER,242,SOUTHEASTERN,Greektown,1,39.28363,-76.55471
1115,NA,2/23/2014,3CF,23:31:00,5400 REISTERSTOWN RD,ROBBERY - COMMERCIAL,FIREARM,623,NORTHWESTERN,Woodmere,1,39.34716,-76.68944
1116,NA,2/24/2014,4B,18:00:00,500 N POTOMAC ST,AGG. ASSAULT,KNIFE,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.29764,-76.57509
1117,NA,2/24/2014,4B,18:32:00,800 SEAGULL AV,AGG. ASSAULT,KNIFE,922,SOUTHERN,Cherry Hill,1,39.246,-76.62037
1118,NA,2/24/2014,1F,7,2400 WILGREY CT,HOMICIDE,FIREARM,921,SOUTHERN,Westport,1,39.26361,-76.64068
1119,NA,2/24/2014,3K,4:00:00,1600 CYPRESS ST,ROBBERY - RESIDENCE,,911,SOUTHERN,Curtis Bay,1,39.22381,-76.58763
1120,NA,2/24/2014,3B,8:50:00,3400 CLIFTON AV,ROBBERY - STREET,,812,SOUTHWESTERN,Mount Holly,1,39.311,-76.67429
1121,NA,2/24/2014,2A,11:36:17,0 E UNIVERSITY PW,RAPE,OTHER,542,NORTHERN,Guilford,1,39.33252,-76.6177
1122,NA,2/24/2014,3AO,12:00:00,2700 PENNSYLVANIA AV,ROBBERY - STREET,OTHER,733,WESTERN,Penn North,1,39.31253,-76.64548
1123,NA,2/24/2014,3JF,13:55:00,5000 IVANHOE AV,ROBBERY - RESIDENCE,FIREARM,524,NORTHERN,Winston-Govans,1,39.34888,-76.60472
1124,NA,2/24/2014,3JF,13:55:00,5000 IVANHOE AV,ROBBERY - RESIDENCE,FIREARM,524,NORTHERN,Winston-Govans,1,39.34888,-76.60472
1125,NA,2/24/2014,3B,15:30:00,ALAMEDA & E 33RD ST,ROBBERY - STREET,,411,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.32831,-76.59656
1126,NA,2/24/2014,3H,16:00:00,100 N DECKER AV,ROBBERY - COMMERCIAL,,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29362,-76.5741
1127,NA,2/24/2014,4C,17:00:00,5600 BIDDISON AV,AGG. ASSAULT,OTHER,425,NORTHEASTERN,Glenham-Belhar,1,39.3459,-76.5501
1128,NA,2/24/2014,3AO,17:05:00,FAIRVIEW AV,ROBBERY - STREET,OTHER,611,NORTHWESTERN,Burleith-Leighton,1,39.31755,-76.65903
1129,NA,2/24/2014,3B,17:40:00,600 W BALTIMORE ST,ROBBERY - STREET,,121,CENTRAL,University Of Maryland,1,39.2892,-76.62441
1130,NA,2/24/2014,4D,19:15:00,800 BETHUNE RD,AGG. ASSAULT,HANDS,922,SOUTHERN,Cherry Hill,1,39.24561,-76.62309
1131,NA,2/24/2014,4C,19:34:00,1400 HOLBROOK ST,AGG. ASSAULT,OTHER,343,EASTERN,Oliver,1,39.30667,-76.60315
1132,NA,2/24/2014,3B,22:00:00,4800 FOSTER AV,ROBBERY - STREET,,242,SOUTHEASTERN,Greektown,1,39.28506,-76.5556
1133,NA,2/24/2014,4A,23:52:00,3700 FALLSTAFF RD,AGG. ASSAULT,FIREARM,631,NORTHWESTERN,Fallstaff,1,39.36334,-76.70469
1134,NA,2/24/2014,4A,23:52:00,3700 FALLSTAFF RD,AGG. ASSAULT,FIREARM,631,NORTHWESTERN,Fallstaff,1,39.36334,-76.70469
1135,NA,2/24/2014,4A,23:52:00,3700 FALLSTAFF RD,AGG. ASSAULT,FIREARM,631,NORTHWESTERN,Fallstaff,1,39.36334,-76.70469
1136,NA,2/24/2014,4A,23:52:00,3700 FALLSTAFF RD,AGG. ASSAULT,FIREARM,631,NORTHWESTERN,Fallstaff,1,39.36334,-76.70469
1137,NA,2/25/2014,3AF,1:01:00,100 E EAGER ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,1,39.3011,-76.6142
1138,NA,2/25/2014,3B,2:00:00,0 COMMERCE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.28964,-76.61025
1139,NA,2/25/2014,3D,7:00:00,2100 W PATAPSCO AV,ROBBERY - COMMERCIAL,,923,SOUTHERN,Lakeland,1,39.25101,-76.64461
1140,NA,2/25/2014,3B,7:20:00,1300 RIGGS AV,ROBBERY - STREET,,743,WESTERN,Sandtown-Winchester,1,39.30116,-76.63904
1141,NA,2/25/2014,4D,10:25:00,500 N ATHOL AV,AGG. ASSAULT,HANDS,843,SOUTHWESTERN,Allendale,1,39.29194,-76.68927
1142,NA,2/25/2014,4B,11:31:00,1900 MCCULLOH ST,AGG. ASSAULT,KNIFE,132,CENTRAL,Madison Park,1,39.30744,-76.63379
1143,NA,2/25/2014,3B,11:45:00,2800 ELGIN AV,ROBBERY - STREET,,731,WESTERN,Panway/Braddish Avenue,1,39.31342,-76.66496
1144,NA,2/25/2014,4B,12:20:00,100 S HIGHLAND AV,AGG. ASSAULT,KNIFE,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29091,-76.56934
1145,NA,2/25/2014,4C,13:00:00,4800 PIMLICO RD,AGG. ASSAULT,OTHER,532,NORTHWESTERN,Cylburn,1,39.34784,-76.66876
1146,NA,2/25/2014,3P,13:05:00,2300 GWYNNS FALLS PW,ROBBERY - STREET,,731,WESTERN,Mondawmin,1,39.31539,-76.65423
1147,NA,2/25/2014,4C,15:30:00,700 HOMESTEAD ST,AGG. ASSAULT,OTHER,513,NORTHERN,Better Waverly,1,39.32651,-76.60664
1148,NA,2/25/2014,3AF,16:15:00,3200 E MONUMENT ST,ROBBERY - STREET,FIREARM,333,EASTERN,Orangeville Industrial Area,1,39.29927,-76.57216
1149,NA,2/25/2014,3AF,16:15:00,3200 E MONUMENT ST,ROBBERY - STREET,FIREARM,333,EASTERN,Orangeville Industrial Area,1,39.29927,-76.57216
1150,NA,2/25/2014,4D,16:40:00,1500 WARD CT     #APT 104,AGG. ASSAULT,HANDS,313,EASTERN,Gay Street,1,39.30204,-76.5972
1151,NA,2/25/2014,4C,16:55:00,1500 DUNDALK AV,AGG. ASSAULT,OTHER,243,SOUTHEASTERN,Broening Manor,1,39.27612,-76.5329
1152,NA,2/25/2014,4B,17:37:00,200 N EUTAW ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.29157,-76.6211
1153,NA,2/25/2014,1F,1938,700 N AUGUSTA AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,1,39.29564,-76.6851
1154,NA,2/25/2014,4B,21:30:00,2700 W NORTH AV,AGG. ASSAULT,KNIFE,723,SOUTHWESTERN,Coppin Heights/Ash-Co-East,1,39.30921,-76.6616
1155,NA,2/25/2014,4C,23:31:00,4400 BELAIR RD,AGG. ASSAULT,OTHER,422,NORTHEASTERN,Arcadia,1,39.32901,-76.56443
1156,NA,2/25/2014,4C,23:31:00,4400 BELAIR RD,AGG. ASSAULT,OTHER,422,NORTHEASTERN,Arcadia,1,39.32901,-76.56443
1157,NA,2/26/2014,4A,15:08:00,1300 LAURENS ST,AGG. ASSAULT,FIREARM,743,WESTERN,Sandtown-Winchester,1,39.30338,-76.63906
1158,NA,2/26/2014,3P,15:15:00,1400 ORLEANS ST,ROBBERY - STREET,,321,EASTERN,Dunbar-Broadway,1,39.29513,-76.59861
1159,NA,2/26/2014,9S,1508,1300 LAURENS ST,SHOOTING,FIREARM,743,WESTERN,Sandtown-Winchester,1,39.30338,-76.63906
1160,NA,2/26/2014,4C,16:30:00,3700 PARK HEIGHTS AVE,AGG. ASSAULT,OTHER,612,NORTHWESTERN,Park Circle,1,39.33084,-76.66005
1161,NA,2/26/2014,4B,16:55:00,200 S STRICKER ST,AGG. ASSAULT,KNIFE,935,SOUTHERN,New Southwest/Mount Clare,1,39.28529,-76.64082
1162,NA,2/26/2014,3P,17:00:00,5700 LOCH RAVEN BD,ROBBERY - STREET,,414,NORTHEASTERN,Ramblewood,1,39.36009,-76.58862
1163,NA,2/26/2014,3B,17:01:00,1300 E 33RD ST,ROBBERY - STREET,,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.3285,-76.5975
1164,NA,2/26/2014,3P,17:10:00,1200 E BELVEDERE AV,ROBBERY - STREET,,414,NORTHEASTERN,Ramblewood,1,39.36076,-76.59388
