,ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,lat,long,counter
2363,4190 010 091316,4190,10,2818 CLIFTON PARK TERR,9/13/2016,,,NA,39.32255283,-76.57658038,1
2364,4276B002 091316,4276B,2,4202 KENSHAW AVE,9/13/2016,,,NA,39.35359081,-76.70259359,1
2365,4367 067 091416,4367,67,3310 PARKINGTON AVE,9/14/2016,,,NA,39.35962804,-76.6870841,1
2366,4544C039 091316,4544C,39,3610 W BELVEDERE AVE,9/13/2016,,,NA,39.34674343,-76.68006119,1
2367,4616 046 091316,4616,46,4829 PARK HEIGHTS AVE,9/13/2016,,,NA,39.3461179,-76.67165399,1
2368,5733D158 091416,5733D,158,4714 DUNCREST AVE,9/14/2016,,,NA,39.34284798,-76.53332341,1
2369,6042B056 091516,6042B,56,5516 GERLAND AVE,9/15/2016,,,NA,39.33441416,-76.54220357,1
2370,6042O045 091416,6042O,45,5411 MAYVIEW AVE,9/14/2016,,,NA,39.33334756,-76.54469968,1
2371,6344D045 091416,6344D,45,340 JOPLIN ST,9/14/2016,,,NA,39.28943991,-76.53848181,1
2372,6732 012 091416,6732,12,6705 GRACELAND AVE,9/14/2016,,,NA,39.28209605,-76.532683,1
2373,6047 010 091416,6047,10,5508 FRANKFORD AVE,9/14/2016,,,NA,39.3230618,-76.54037146,1
2374,6047 027 091616,6047,27,5610 FRANKFORD AVE,9/16/2016,,,NA,39.32194072,-76.54012587,1
2375,6155 013 091316,6155,13,524 N EAST AVE,9/13/2016,,,NA,39.29773084,-76.57240695,1
2376,7077 033A 091416,7077,033A,638 E PATAPSCO AVE,9/14/2016,,,NA,39.23627744,-76.60100156,1
2377,7229 034 091416,7229,34,4104 GRACE CT,9/14/2016,,,NA,39.22820387,-76.58770344,1
2378,7245C028 091216,7245C,28,3818 WEST BAY AVE,9/12/2016,,,NA,39.23137371,-76.59558944,1
2379,7439A004 091216,7439A,4,2237 CEDLEY ST,9/12/2016,,,NA,39.26290548,-76.63182572,1
2380,7441A005 091316,7441A,5,2239 SIDNEY AVE,9/13/2016,,,NA,39.26316085,-76.63260701,1
2381,7446 021 091416,7446,21,2341 ANNAPOLIS ROAD,9/14/2016,,,NA,39.26205715,-76.63423155,1
2382,7993A310 091416,7993A,310,1010 STAMFORD ROAD,9/14/2016,,,NA,39.29657458,-76.71049801,1
2383,8030B080 091416,8030B,80,5212 HILLWELL ROAD,9/14/2016,,,NA,39.28211017,-76.70260118,1
2384,8220 014 091416,8220,14,4311 GROVELAND AVE,9/14/2016,,,NA,39.34045642,-76.69274094,1
2385,8486 014 091416,8486,14,4216 NORFOLK AVE,9/14/2016,,,NA,39.32317962,-76.68885511,1
2386,1479 062 040814,1479,62,1502 N CHAPEL ST,4/8/2014,BROADWAY EAST,EASTERN,12,39.30798175,-76.59097661,1
2387,1479 063 082115,1479,63,1504 N CHAPEL ST,8/21/2015,BROADWAY EAST,EASTERN,12,39.30801561,-76.59097875,1
2388,1479 064 110112,1479,64,1506 N CHAPEL ST,11/1/2012,BROADWAY EAST,EASTERN,12,39.30804879,-76.59098087,1
2389,1479 066 032814,1479,66,1510 N CHAPEL ST,3/28/2014,BROADWAY EAST,EASTERN,12,39.30811333,-76.59098498,1
2390,1479 067 082315,1479,67,1512 N CHAPEL ST,8/23/2015,BROADWAY EAST,EASTERN,12,39.30814574,-76.59098705,1
2391,0303 017 071715,303,17,517 BAKER ST,7/17/2015,DRUID HEIGHTS,CENTRAL,7,39.30922653,-76.63882416,1
2392,0329 045 091515,329,45,1803 DRUID HILL AVE,9/15/2015,DRUID HEIGHTS,CENTRAL,11,39.3061856,-76.63334767,1
2393,0372 008 120310,372,8,701 MOSHER ST,12/3/2010,UPTON,CENTRAL,11,39.30034797,-76.63447387,1
2394,0431 055 110504,431,55,1145 MYRTLE AVE,11/5/2004,UPTON,CENTRAL,11,39.29803513,-76.63105582,1
2395,0431 056 091908,431,56,1143 MYRTLE AVE,9/19/2008,UPTON,CENTRAL,11,39.29800821,-76.63102319,1
2396,0431 067 110804,431,67,1121 MYRTLE AVE,11/8/2004,UPTON,CENTRAL,11,39.29771809,-76.63066715,1
2397,0431 068 110504,431,68,1119 MYRTLE AVE,11/5/2004,UPTON,CENTRAL,11,39.29769159,-76.6306347,1
2398,0547B076 072712,0547B,76,404 GEORGE ST,7/27/2012,SETON HILL,CENTRAL,11,39.29587704,-76.62176734,1
2399,0779 002 072908,779,2,1203 WASHINGTON BLVD,7/29/2008,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28150228,-76.63396506,1
2400,0779 026 041414,779,26,1253 WASHINGTON BLVD,4/14/2014,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.280852,-76.6348142,1
2401,0801 019 032015,801,19,1136 W HAMBURG ST,3/20/2015,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28010139,-76.63055854,1
2402,0855 008 012216,855,8,622 ARCHER ST,1/22/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28160587,-76.63017981,1
2403,0947 006 020105,947,6,127 W CROSS ST,2/1/2005,SHARP-LEADENHALL,SOUTHERN,11,39.27667445,-76.61759996,1
2404,1020 059 020614,1020,59,1710 CLARKSON ST,2/6/2014,SOUTH BALTIMORE,SOUTHERN,11,39.27018816,-76.61614134,1
2405,2369 016 051515,2369,16,1231 ASHBURTON ST,5/15/2015,WINCHESTER,SOUTHWESTERN,9,39.30233511,-76.66159558,1
2406,2370 008 062813,2370,8,1115 ASHBURTON ST,6/28/2013,WINCHESTER,SOUTHWESTERN,9,39.30078825,-76.661494,1
2407,2370 009 101813,2370,9,1117 ASHBURTON ST,10/18/2013,WINCHESTER,SOUTHWESTERN,9,39.30084497,-76.66149753,1
2408,2373 045 100715,2373,45,804 WHITMORE AVE,10/7/2015,EVERGREEN LAWN,WESTERN,9,39.29662212,-76.658268,1
2409,2373 046 040209,2373,46,802 WHITMORE AVE,4/2/2009,EVERGREEN LAWN,WESTERN,9,39.29658055,-76.65826596,1
2410,2373 060 100813,2373,60,2573 W LAFAYETTE AVE,10/8/2013,EVERGREEN LAWN,WESTERN,9,39.29806363,-76.65885564,1
2411,2375 042 071312,2375,42,2649 W LAFAYETTE AVE,7/13/2012,MOSHER,WESTERN,9,39.29794463,-76.6610903,1
2412,2377A004 041608,2377A,4,2706 HARLEM AVE,4/16/2008,MOSHER,WESTERN,9,39.29575396,-76.66174831,1
2413,2377A005 122107,2377A,5,2708 HARLEM AVE,12/21/2007,MOSHER,WESTERN,9,39.29575236,-76.6617982,1
2414,2377A007 121905,2377A,7,2712 HARLEM AVE,12/19/2005,MOSHER,WESTERN,9,39.29574919,-76.66189649,1
2415,2377A014 042712,2377A,14,2726 HARLEM AVE,4/27/2012,MOSHER,WESTERN,9,39.29573807,-76.66224263,1
2416,1486 040 082406,1486,40,2520 E OLIVER ST,8/24/2006,BEREA,EASTERN,13,39.30820753,-76.58205937,1
2417,1486 044 051906,1486,44,2502 E OLIVER ST,5/19/2006,BEREA,EASTERN,13,39.3081432,-76.58240218,1
2418,1486 045 082506,1486,45,2500 E OLIVER ST,8/25/2006,BEREA,EASTERN,13,39.30814094,-76.58244707,1
2419,1162 042 120815,1162,42,1204 N CAROLINE ST,12/8/2015,OLIVER,EASTERN,12,39.30440105,-76.59841395,1
2420,1464 034 120610,1464,34,1708 N MILTON AVE,12/6/2010,BROADWAY EAST,EASTERN,13,39.31030765,-76.5832583,1
2421,1464 038 071807,1464,38,1700 N MILTON AVE,7/18/2007,BROADWAY EAST,EASTERN,13,39.31016022,-76.58324978,1
2422,1464 042 102015,1464,42,2420 E LANVALE ST,10/20/2015,BROADWAY EAST,EASTERN,13,39.31022571,-76.58359978,1
2423,1463 058 042607,1463,58,1707 N BRADFORD ST,4/26/2007,BROADWAY EAST,EASTERN,13,39.31018957,-76.58492998,1
2424,1463 059 041907,1463,59,1709 N BRADFORD ST,4/19/2007,BROADWAY EAST,EASTERN,13,39.31022269,-76.58493203,1
2425,1463 060 040908,1463,60,1711 N BRADFORD ST,4/9/2008,BROADWAY EAST,EASTERN,13,39.31025508,-76.58493403,1
2426,1463 061 091807,1463,61,1713 N BRADFORD ST,9/18/2007,BROADWAY EAST,EASTERN,13,39.310288,-76.58493605,1
2427,1463 062 072811,1463,62,1715 N BRADFORD ST,7/28/2011,BROADWAY EAST,EASTERN,13,39.31032097,-76.58493809,1
2428,1463 063 071707,1463,63,1717 N BRADFORD ST,7/17/2007,BROADWAY EAST,EASTERN,13,39.31035471,-76.58494018,1
2429,1463 064 022808,1463,64,1719 N BRADFORD ST,2/28/2008,BROADWAY EAST,EASTERN,13,39.31038793,-76.58494223,1
2430,1463 065 072811,1463,65,1721 N BRADFORD ST,7/28/2011,BROADWAY EAST,EASTERN,13,39.31041987,-76.58494419,1
2431,1463 066 072811,1463,66,1723 N BRADFORD ST,7/28/2011,BROADWAY EAST,EASTERN,13,39.31045254,-76.58494623,1
2432,1463 067 092905,1463,67,1725 N BRADFORD ST,9/29/2005,BROADWAY EAST,EASTERN,13,39.31048552,-76.58494828,1
2433,1473 027 013014,1473,27,1634 N BRADFORD ST,1/30/2014,BROADWAY EAST,EASTERN,13,39.30979578,-76.58529624,1
2434,1473 028 122908,1473,28,1632 N BRADFORD ST,12/29/2008,BROADWAY EAST,EASTERN,13,39.30976293,-76.58529411,1
2435,1473 029 032112,1473,29,1630 N BRADFORD ST,3/21/2012,BROADWAY EAST,EASTERN,13,39.30972996,-76.58529148,1
2436,1473 030 102011,1473,30,1628 N BRADFORD ST,10/20/2011,BROADWAY EAST,EASTERN,13,39.30969706,-76.58528913,1
2437,1473 031 071707,1473,31,1626 N BRADFORD ST,7/17/2007,BROADWAY EAST,EASTERN,13,39.30966369,-76.58528641,1
2438,1473 033 022709,1473,33,1622 N BRADFORD ST,2/27/2009,BROADWAY EAST,EASTERN,13,39.30959755,-76.58528331,1
2439,1473 035 123008,1473,35,1618 N BRADFORD ST,12/30/2008,BROADWAY EAST,EASTERN,13,39.30953161,-76.58527906,1
2440,1500 010 111412,1500,10,2133 E OLIVER ST,11/14/2012,BROADWAY EAST,EASTERN,13,39.3075815,-76.58747412,1
2441,1500 019 022213,1500,19,2111 E OLIVER ST,2/22/2013,BROADWAY EAST,EASTERN,13,39.30755453,-76.58802623,1
2442,1500 025 110904,1500,25,1423 N CHESTER ST,11/9/2004,BROADWAY EAST,EASTERN,13,39.30743101,-76.58812543,1
2443,1500 030A 052008,1500,030A,2112 LLEWELYN AVE,5/20/2008,BROADWAY EAST,EASTERN,13,39.30735543,-76.58772719,1
2444,1500 030B 052108,1500,030B,2114 LLEWELYN AVE,5/21/2008,BROADWAY EAST,EASTERN,13,39.30735707,-76.5876857,1
2445,1500 030C 061605,1500,030C,2116 LLEWELYN AVE,6/16/2005,BROADWAY EAST,EASTERN,13,39.30735979,-76.58764295,1
2446,1501 002 063008,1501,2,2102 E HOFFMAN ST,6/30/2008,BROADWAY EAST,EASTERN,13,39.30685723,-76.5881683,1
2447,1501 005 063008,1501,5,2108 E HOFFMAN ST,6/30/2008,BROADWAY EAST,EASTERN,13,39.3068623,-76.58804518,1
2448,1501 006 110804,1501,6,2110 E HOFFMAN ST,11/8/2004,BROADWAY EAST,EASTERN,13,39.30686119,-76.5880044,1
2449,1483 043 071015,1483,43,2207 E FEDERAL ST,7/10/2015,BROADWAY EAST,EASTERN,13,39.30864962,-76.58697027,1
2450,1483 055 020813,1483,55,1505 N COLLINGTON AVE,2/8/2013,BROADWAY EAST,EASTERN,13,39.30821305,-76.58696512,1
2451,1483 056 071411,1483,56,1503 N COLLINGTON AVE,7/14/2011,BROADWAY EAST,EASTERN,13,39.30817723,-76.58696307,1
2452,1484 006 081508,1484,6,1511 N PATTERSON PARK AVE,8/15/2008,BROADWAY EAST,EASTERN,13,39.3081275,-76.58546004,1
2453,1484 011 010807,1484,11,1521 N PATTERSON PARK AVE,1/8/2007,BROADWAY EAST,EASTERN,13,39.30830716,-76.58547045,1
2454,1484 013 021916,1484,13,1525 N PATTERSON PARK AVE,2/19/2016,BROADWAY EAST,EASTERN,13,39.30837787,-76.58547454,1
2455,1484 019 012015,1484,19,1537 N PATTERSON PARK AVE,1/20/2015,BROADWAY EAST,EASTERN,13,39.30859164,-76.58548674,1
2456,1484 020 102408,1484,20,1539 N PATTERSON PARK AVE,10/24/2008,BROADWAY EAST,EASTERN,13,39.30862739,-76.58548897,1
2457,1484 023 031313,1484,23,2301 E FEDERAL ST,3/13/2013,BROADWAY EAST,EASTERN,13,39.30862904,-76.58531922,1
2458,1484 027 022009,1484,27,2309 E FEDERAL ST,2/20/2009,BROADWAY EAST,EASTERN,13,39.30863797,-76.58512104,1
2459,1484 029 102011,1484,29,2313 E FEDERAL ST,10/20/2011,BROADWAY EAST,EASTERN,13,39.30864512,-76.58492254,1
2460,1484 032 091312,1484,32,2319 E FEDERAL ST,9/13/2012,BROADWAY EAST,EASTERN,13,39.30865084,-76.584774,1
2461,1484 034 061413,1484,34,2323 E FEDERAL ST,6/14/2013,BROADWAY EAST,EASTERN,13,39.30865461,-76.58467632,1
2462,1484 035 061711,1484,35,2325 E FEDERAL ST,6/17/2011,BROADWAY EAST,EASTERN,13,39.30865659,-76.58462576,1
2463,1476A004 031908,1476A,4,2510 E FEDERAL ST,3/19/2008,BEREA,EASTERN,13,39.30923564,-76.5820674,1
2464,1463 068 041907,1463,68,1727 N BRADFORD ST,4/19/2007,BROADWAY EAST,EASTERN,13,39.31051849,-76.5849503,1
2465,1463 069 071707,1463,69,1729 N BRADFORD ST,7/17/2007,BROADWAY EAST,EASTERN,13,39.31055196,-76.58495237,1
2466,1463 070 042307,1463,70,1731 N BRADFORD ST,4/23/2007,BROADWAY EAST,EASTERN,13,39.31058557,-76.58495445,1
2467,1463 071 031110,1463,71,1733 N BRADFORD ST,3/11/2010,BROADWAY EAST,EASTERN,13,39.31061861,-76.58495648,1
2468,1463 077 083112,1463,77,1704 N BRADFORD ST,8/31/2012,BROADWAY EAST,EASTERN,13,39.31014162,-76.58526125,1
2469,1463 078 092408,1463,78,1706 N BRADFORD ST,9/24/2008,BROADWAY EAST,EASTERN,13,39.31017427,-76.58526339,1
2470,1463 079 071715,1463,79,1708 N BRADFORD ST,7/17/2015,BROADWAY EAST,EASTERN,13,39.31020806,-76.5852656,1
2471,1463 080 081211,1463,80,1710 N BRADFORD ST,8/12/2011,BROADWAY EAST,EASTERN,13,39.31024183,-76.58526777,1
2472,1463 081 103108,1463,81,1712 N BRADFORD ST,10/31/2008,BROADWAY EAST,EASTERN,13,39.31027483,-76.58526993,1
2473,1463 082 042006,1463,82,1714 N BRADFORD ST,4/20/2006,BROADWAY EAST,EASTERN,13,39.31030778,-76.58527208,1
2474,1463 084 041907,1463,84,1718 N BRADFORD ST,4/19/2007,BROADWAY EAST,EASTERN,13,39.3103731,-76.58527632,1
2475,1463 085 101910,1463,85,1720 N BRADFORD ST,10/19/2010,BROADWAY EAST,EASTERN,13,39.31040597,-76.58527848,1
2476,1463 086 081613,1463,86,1722 N BRADFORD ST,8/16/2013,BROADWAY EAST,EASTERN,13,39.31043895,-76.58528061,1
2477,1463 088 060410,1463,88,1726 N BRADFORD ST,6/4/2010,BROADWAY EAST,EASTERN,13,39.3105054,-76.5852851,1
2478,1463 090 112311,1463,90,1730 N BRADFORD ST,11/23/2011,BROADWAY EAST,EASTERN,13,39.31057149,-76.58528926,1
2479,1463 091 071707,1463,91,1732 N BRADFORD ST,7/17/2007,BROADWAY EAST,EASTERN,13,39.31060436,-76.58529191,1
2480,1466 026 021710,1466,26,1711 E LANVALE ST,2/17/2010,BROADWAY EAST,EASTERN,12,39.30943248,-76.59408352,1
2481,1466 074 082306,1466,74,1708 E FEDERAL ST,8/23/2006,BROADWAY EAST,EASTERN,12,39.30875546,-76.59409493,1
2482,1466 078 032307,1466,78,1700 E FEDERAL ST,3/23/2007,BROADWAY EAST,EASTERN,12,39.30874605,-76.5943059,1
2483,1463 092 042007,1463,92,1734 N BRADFORD ST,4/20/2007,BROADWAY EAST,EASTERN,13,39.31063744,-76.58529306,1
2484,1463 093 032012,1463,93,1736 N BRADFORD ST,3/20/2012,BROADWAY EAST,EASTERN,13,39.31066975,-76.58529607,1
2485,1464 001 082108,1464,1,2401 E LAFAYETTE AVE,8/21/2008,BROADWAY EAST,EASTERN,13,39.31088194,-76.58431679,1
2486,1464 002 061515,1464,2,2403 E LAFAYETTE AVE,6/15/2015,BROADWAY EAST,EASTERN,13,39.31088418,-76.58426929,1
2487,1464 003 071107,1464,3,2405 E LAFAYETTE AVE,7/11/2007,BROADWAY EAST,EASTERN,13,39.31088612,-76.58421977,1
2488,1464 004 121808,1464,4,2407 E LAFAYETTE AVE,12/18/2008,BROADWAY EAST,EASTERN,13,39.31088805,-76.58417027,1
2489,1464 005 082807,1464,5,2409 E LAFAYETTE AVE,8/28/2007,BROADWAY EAST,EASTERN,13,39.31088999,-76.58412103,1
2490,1464 006 011813,1464,6,2411 E LAFAYETTE AVE,1/18/2013,BROADWAY EAST,EASTERN,13,39.3108919,-76.58407146,1
2491,1464 007 102011,1464,7,2413 E LAFAYETTE AVE,10/20/2011,BROADWAY EAST,EASTERN,13,39.3108939,-76.58402147,1
2492,1464 008 102011,1464,8,2415 E LAFAYETTE AVE,10/20/2011,BROADWAY EAST,EASTERN,13,39.31089581,-76.5839719,1
2493,1464 009 102011,1464,9,2417 E LAFAYETTE AVE,10/20/2011,BROADWAY EAST,EASTERN,13,39.31089776,-76.58392277,1
2494,1464 010 102011,1464,10,2419 E LAFAYETTE AVE,10/20/2011,BROADWAY EAST,EASTERN,13,39.31090004,-76.58387271,1
2495,1464 046 020515,1464,46,1707 N PORT ST,2/5/2015,BROADWAY EAST,EASTERN,13,39.31046316,-76.58353422,1
2496,1464 049 052413,1464,49,1713 N PORT ST,5/24/2013,BROADWAY EAST,EASTERN,13,39.31056582,-76.58354135,1
2497,1464 050 072507,1464,50,1715 N PORT ST,7/25/2007,BROADWAY EAST,EASTERN,13,39.31060051,-76.58354377,1
2498,1464 051 120308,1464,51,1717 N PORT ST,12/3/2008,BROADWAY EAST,EASTERN,13,39.31063535,-76.5835462,1
2499,1464 052 072507,1464,52,1719 N PORT ST,7/25/2007,BROADWAY EAST,EASTERN,13,39.31066991,-76.58354863,1
2500,1464 053 091008,1464,53,1721 N PORT ST,9/10/2008,BROADWAY EAST,EASTERN,13,39.31070402,-76.58355101,1
2501,1464 054 072507,1464,54,1723 N PORT ST,7/25/2007,BROADWAY EAST,EASTERN,13,39.31073801,-76.58355336,1
2502,1464 057 051910,1464,57,1702 N PORT ST,5/19/2010,BROADWAY EAST,EASTERN,13,39.31016535,-76.58390384,1
2503,1464 058 051506,1464,58,1704 N PORT ST,5/15/2006,BROADWAY EAST,EASTERN,13,39.31019768,-76.58390542,1
2504,1464 059 011608,1464,59,1706 N PORT ST,1/16/2008,BROADWAY EAST,EASTERN,13,39.31022965,-76.58390763,1
2505,1464 060 072507,1464,60,1708 N PORT ST,7/25/2007,BROADWAY EAST,EASTERN,13,39.310262,-76.58390987,1
2506,1464 061 073115,1464,61,1710 N PORT ST,7/31/2015,BROADWAY EAST,EASTERN,13,39.31029499,-76.58391215,1
2507,1464 062 121908,1464,62,1712 N PORT ST,12/19/2008,BROADWAY EAST,EASTERN,13,39.31032778,-76.58391443,1
2508,1464 063 051910,1464,63,1714 N PORT ST,5/19/2010,BROADWAY EAST,EASTERN,13,39.31036054,-76.58391672,1
2509,1529 010 113007,1529,10,1218 N GAY ST,11/30/2007,BROADWAY EAST,EASTERN,12,39.30462765,-76.59377854,1
2510,1529 011 092506,1529,11,1220 N GAY ST,9/25/2006,BROADWAY EAST,EASTERN,12,39.30465636,-76.59374415,1
2511,1529 012 033012,1529,12,1222 N GAY ST,3/30/2012,BROADWAY EAST,EASTERN,12,39.30468445,-76.59371048,1
2512,1529 013 101712,1529,13,1224 N GAY ST,10/17/2012,BROADWAY EAST,EASTERN,12,39.30471072,-76.59367905,1
2513,1529 014 110404,1529,14,1226 N GAY ST,11/4/2004,BROADWAY EAST,EASTERN,12,39.30473763,-76.59364687,1
2514,1529 015 081612,1529,15,1228 N GAY ST,8/16/2012,BROADWAY EAST,EASTERN,12,39.30476544,-76.59361358,1
2515,1529 016 082107,1529,16,1230 N GAY ST,8/21/2007,BROADWAY EAST,EASTERN,12,39.30479341,-76.59358008,1
2516,1529 017 081612,1529,17,1232 N GAY ST,8/16/2012,BROADWAY EAST,EASTERN,12,39.30482155,-76.59354642,1
2517,1466 082 102710,1466,82,1606 N REGESTER ST,10/27/2010,BROADWAY EAST,EASTERN,12,39.30899466,-76.59419009,1
2518,2441 006 060409,2441,6,1610 N ELLAMONT ST,6/4/2009,ROSEMONT,SOUTHWESTERN,9,39.30607888,-76.67107793,1
2519,2393 065 022212,2393,65,2701 WINCHESTER ST,2/22/2012,WINCHESTER,SOUTHWESTERN,9,39.30123427,-76.66190897,1
2520,2393 071 030910,2393,71,1100 ASHBURTON ST,3/9/2010,WINCHESTER,SOUTHWESTERN,9,39.30082726,-76.6620536,1
2521,2394 004 031606,2394,4,2806 MOSHER ST,3/16/2006,MOSHER,WESTERN,9,39.29950576,-76.66384775,1
2522,2394 011 040313,2394,11,2820 MOSHER ST,4/3/2013,MOSHER,WESTERN,9,39.29948545,-76.66444142,1
2523,2394 018 091713,2394,18,1011 POPLAR GROVE ST,9/17/2013,MOSHER,WESTERN,9,39.29970799,-76.66486185,1
2524,2394 019 071906,2394,19,1013 POPLAR GROVE ST,7/19/2006,MOSHER,WESTERN,9,39.29979786,-76.66486668,1
2525,2394 020 091605,2394,20,1015 POPLAR GROVE ST,9/16/2005,MOSHER,WESTERN,9,39.29990284,-76.66487173,1
2526,1494 065 102413,1494,65,1720 LLEWELYN AVE,10/24/2013,BROADWAY EAST,EASTERN,12,39.30709674,-76.59371688,1
2527,1553 050 062813,1553,50,2221 E BIDDLE ST,6/28/2013,MIDDLE EAST,EASTERN,13,39.30442301,-76.58636983,1
2528,1590 023 012005,1590,23,945 N PATTERSON PARK AVE,1/20/2005,MILTON-MONTFORD,EASTERN,13,39.30181532,-76.58506403,1
2529,1622 025 020816,1622,25,2215 E MADISON ST,2/8/2016,MIDDLE EAST,EASTERN,13,39.29955984,-76.58622305,1
2530,1658 069 013015,1658,69,530 N BELNORD AVE,1/30/2015,MCELDERRY PARK,SOUTHEASTERN,13,39.29769466,-76.57887137,1
2531,2307A008 020410,2307A,8,2415 W NORTH AVE,2/4/2010,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30921,-76.65643693,1
2532,2307A014 112015,2307A,14,2427 W NORTH AVE,11/20/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30919879,-76.65675494,1
2533,2307A018 051111,2307A,18,2435 W NORTH AVE,5/11/2011,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30919136,-76.65696719,1
2534,2307A020 042012,2307A,20,1825 N WARWICK AVE,4/20/2012,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30901952,-76.65689309,1
2535,2307A021 011615,2307A,21,1823 N WARWICK AVE,1/16/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30898433,-76.65689002,1
2536,2307A034 022715,2307A,34,2412 WESTWOOD AVE,2/27/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30868108,-76.6566259,1
2537,2307A035 092013,2307A,35,2410 WESTWOOD AVE,9/20/2013,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30868631,-76.6565798,1
2538,2307A036 072608,2307A,36,2408 WESTWOOD AVE,7/26/2008,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30868492,-76.65653333,1
2539,2307A039 032609,2307A,39,2402 WESTWOOD AVE,3/26/2009,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30869242,-76.65639597,1
2540,2307A042 042815,2307A,42,1802 MORELAND AVE,4/28/2015,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30865285,-76.65614341,1
2541,2318 011 053008,2318,11,1520 MORELAND AVE,5/30/2008,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30516396,-76.65599751,1
2542,2318 047 031212,2318,47,2417 BAKER ST,3/12/2012,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30608726,-76.65672948,1
2543,2318 050 042105,2318,50,1549 N WARWICK AVE,4/21/2005,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30581746,-76.65655892,1
2544,2447 030 021712,2447,30,1010 N ROSEDALE ST,2/17/2012,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29992658,-76.66828216,1
2545,2447 037 021315,2447,37,3012 MOSHER ST,2/13/2015,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29951597,-76.66815359,1
2546,2447 046 080715,2447,46,3030 MOSHER ST,8/7/2015,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29956955,-76.66879865,1
2547,2447 047 072006,2447,47,3032 MOSHER ST,7/20/2006,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29959703,-76.66887929,1
2548,2447 050 020207,2447,50,1002 ELLICOTT DRIVEWAY ,2/2/2007,WINCHESTER,SOUTHWESTERN,9,39.2996799,-76.66926077,1
2549,1722 019 073115,1722,19,2121 E FAIRMOUNT AVE,7/31/2015,BUTCHER'S HILL,SOUTHEASTERN,13,39.29274295,-76.58651081,1
2550,1752 102 110115,1752,102,138 S EAST AVE,11/1/2015,PATTERSON PARK NEIGHBORHOOD,SOUTHEASTERN,1,39.29038411,-76.57202531,1
2551,2475C059 021309,2475C,59,986 N FRANKLINTOWN ROAD,2/13/2009,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29886132,-76.66773457,1
2552,2475C060 112114,2475C,60,988 N FRANKLINTOWN ROAD,11/21/2014,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29885079,-76.66778436,1
2553,2475C061 041213,2475C,61,990 N FRANKLINTOWN ROAD,4/12/2013,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29883963,-76.66783424,1
2554,2475C062 052203,2475C,62,992 N FRANKLINTOWN ROAD,5/22/2003,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29882848,-76.66788393,1
2555,2475C091 070612,2475C,91,959 N ROSEDALE ST,7/6/2012,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29859791,-76.66779527,1
2556,2475D006 013012,2475D,6,3010 ARUNAH AVE,1/30/2012,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29530203,-76.66713445,1
2557,2140 039 041707,2140,39,427 EAST LYNNE AVE,4/17/2007,MILLHILL,SOUTHWESTERN,9,39.28034514,-76.65864607,1
2558,2140 041 033115,2140,41,431 EAST LYNNE AVE,3/31/2015,MILLHILL,SOUTHWESTERN,9,39.28029331,-76.65859084,1
2559,2140 042 091010,2140,42,433 EAST LYNNE AVE,9/10/2010,MILLHILL,SOUTHWESTERN,9,39.28026786,-76.65856368,1
2560,2140 053 111215,2140,53,2652 LEHMAN ST,11/12/2015,MILLHILL,SOUTHWESTERN,9,39.28068439,-76.65815054,1
2561,2140 054 121115,2140,54,2650 LEHMAN ST,12/11/2015,MILLHILL,SOUTHWESTERN,9,39.28077167,-76.65818052,1
2562,2140 060 070613,2140,60,2630 LEHMAN ST,7/6/2013,MILLHILL,SOUTHWESTERN,9,39.28095578,-76.6578644,1
2563,2140 062 082008,2140,62,2622 LEHMAN ST,8/20/2008,MILLHILL,SOUTHWESTERN,9,39.28108329,-76.65758179,1
